City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
261,Casian,PH,11.04,119.71,85.3,66,11,3.27,few clouds,0.0,0.0
262,Mananjary,MG,-21.22,48.33,66.87,88,96,2.98,light rain,0.2,0.0
263,Surt,LY,31.21,16.59,90.9,20,0,23.24,clear sky,0.0,0.0
264,Batticaloa,LK,7.71,81.69,90.7,52,86,0.92,overcast clouds,0.0,0.0
265,Lujiang,CN,31.26,117.28,75.2,94,90,8.95,light rain,0.0,0.0
266,Kyra,RU,49.58,111.98,70.45,61,60,4.99,moderate rain,1.31,0.0
267,Warri,NG,5.52,5.75,75.34,95,97,1.88,light rain,0.49,0.0
268,Slupsk,PL,54.46,17.03,66.54,90,64,5.57,light rain,0.7,0.0
269,Grindavik,IS,63.84,-22.43,48.2,100,90,4.7,light rain,0.0,0.0
270,Saint George,US,37.1,-113.58,80.6,9,1,4.7,clear sky,0.0,0.0
271,Georgetown,MY,5.41,100.34,87.8,74,40,4.7,scattered clouds,0.0,0.0
272,Mumbwa,ZM,-14.98,27.06,53.8,71,25,6.02,scattered clouds,0.0,0.0
273,Leshukonskoye,RU,64.9,45.76,45.82,70,99,11.83,overcast clouds,0.0,0.0
274,Labytnangi,RU,66.66,66.42,48.33,80,100,5.77,light rain,0.62,0.0
275,Hofn,IS,64.25,-15.21,50.11,87,100,17.16,light rain,0.14,0.0
276,Kahului,US,20.89,-156.47,78.8,65,20,14.99,few clouds,0.0,0.0
277,Kushima,JP,31.46,131.23,73.4,73,75,3.36,broken clouds,0.0,0.0
278,Lorengau,PG,-2.02,147.27,83.82,73,95,2.35,light rain,0.46,0.0
279,Nuevo Progreso,MX,23.17,-97.95,80.01,68,31,5.55,light rain,0.17,0.0
280,Waspan,NI,14.74,-83.97,75.67,95,5,1.88,clear sky,0.0,0.0
281,Alofi,NU,-19.06,-169.92,75.2,78,49,8.05,scattered clouds,0.0,0.0
282,Sao Joao Da Barra,BR,-21.64,-41.05,70.34,90,37,7.47,scattered clouds,0.0,0.0
283,Chanika,TZ,-5.42,38.02,69.01,79,9,5.79,clear sky,0.0,0.0
284,Muscle Shoals,US,34.74,-87.67,72.0,83,1,3.89,clear sky,0.0,0.0
285,Acari,PE,-15.43,-74.62,62.49,68,56,4.47,broken clouds,0.0,0.0
286,Talaya,RU,61.38,152.75,71.6,28,95,11.92,overcast clouds,0.0,0.0
287,Opuwo,NA,-18.06,13.84,49.32,55,0,6.8,clear sky,0.0,0.0
288,Naze,JP,28.37,129.48,77.0,100,75,11.41,shower rain,0.0,0.0
289,Alekseyevka,RU,50.63,38.69,72.48,77,83,8.86,broken clouds,0.0,0.0
290,Hopkinsville,US,36.87,-87.49,72.0,86,20,5.3,few clouds,0.0,0.0
291,Palmer,US,42.16,-72.33,68.0,82,1,3.78,clear sky,0.0,0.0
292,The Valley,AI,18.22,-63.06,82.4,78,40,12.75,scattered clouds,0.0,0.0
293,Owosso,US,43.0,-84.18,69.8,77,1,4.07,clear sky,0.0,0.0
294,Seymchan,RU,62.88,152.43,75.7,38,48,17.87,scattered clouds,0.0,0.0
295,Naron,ES,43.52,-8.15,62.01,92,64,3.0,broken clouds,0.0,0.0
296,College,US,64.86,-147.8,60.8,82,40,4.7,scattered clouds,0.0,0.0
297,Gombong,ID,-7.61,109.51,85.78,67,99,11.12,overcast clouds,0.0,0.0
298,Champerico,GT,14.3,-91.92,81.07,83,100,5.7,light rain,0.2,0.0
299,Korla,CN,41.76,86.15,83.1,15,17,2.64,few clouds,0.0,0.0
300,Vetlanda,SE,57.43,15.08,66.0,72,94,9.17,overcast clouds,0.0,0.0
301,San Ramon De La Nueva Oran,AR,-23.13,-64.33,60.19,69,0,1.3,clear sky,0.0,0.0
302,Chumikan,RU,54.72,135.31,44.13,86,99,12.01,overcast clouds,0.0,0.0
303,Miri,MY,4.41,114.01,87.8,74,75,8.05,broken clouds,0.0,0.0
304,Ponta Delgada,PT,37.73,-25.67,66.2,77,75,12.75,broken clouds,0.0,0.0
305,Asfi,MA,32.3,-9.24,65.19,85,0,13.51,clear sky,0.0,0.0
306,Porbandar,IN,21.64,69.61,91.4,63,40,11.41,scattered clouds,0.0,0.0
307,Lensk,RU,60.73,114.93,79.5,37,66,7.96,broken clouds,0.0,0.0
308,Adrar,MR,20.5,-10.07,91.15,20,36,12.01,scattered clouds,0.0,0.0
309,Karamsad,IN,22.55,72.9,93.2,59,40,6.93,scattered clouds,0.0,0.0
310,Maun,BW,-19.98,23.42,50.0,87,54,5.82,broken clouds,0.0,0.0
311,Bukachacha,RU,52.98,116.92,72.48,27,20,5.17,few clouds,0.0,0.0
312,Garowe,SO,8.41,48.48,84.0,46,54,29.68,broken clouds,0.0,0.0
313,Mwense,ZM,-10.38,28.7,60.67,67,39,4.94,scattered clouds,0.0,0.0
314,Najran,SA,17.49,44.13,95.0,17,76,4.7,broken clouds,0.0,0.0
315,Kimry,RU,56.87,37.35,68.34,82,42,8.86,scattered clouds,0.0,0.0
316,Sawakin,SD,19.11,37.33,88.59,41,92,5.26,overcast clouds,0.0,0.0
317,Saint-Pierre,RE,-21.34,55.48,75.2,57,34,20.8,scattered clouds,0.0,0.0
318,Tauranga,NZ,-37.69,176.17,59.0,93,75,7.0,broken clouds,0.0,0.0
319,Sorgues,FR,44.01,4.87,68.0,59,20,18.34,few clouds,0.0,0.0
320,Faanui,PF,-16.48,-151.75,80.35,75,30,4.07,scattered clouds,0.0,0.0
321,Ovsyanka,RU,55.96,92.55,53.6,93,75,4.47,broken clouds,0.0,0.0
322,San Francisco,US,37.77,-122.42,59.0,87,20,10.29,few clouds,0.0,0.0
323,Turukhansk,RU,65.82,87.98,57.74,67,100,17.05,overcast clouds,0.0,0.0
324,Creel,MX,27.75,-107.63,53.73,77,20,2.06,few clouds,0.0,0.0
325,Luderitz,NA,-26.65,15.16,71.6,26,0,13.87,clear sky,0.0,0.0
326,San Roque,ES,36.21,-5.38,64.4,88,20,4.7,few clouds,0.0,0.0
327,Bakchar,RU,57.02,82.07,62.28,45,39,2.33,scattered clouds,0.0,0.0
328,Hami,CN,42.8,93.45,78.62,34,86,2.73,overcast clouds,0.0,0.0
329,Gat,IL,31.61,34.76,77.0,71,53,1.01,broken clouds,0.0,0.0
330,Naples,IT,40.83,14.25,75.0,64,37,2.24,scattered clouds,0.0,0.0
331,Yima,CN,34.74,111.88,88.0,99,91,11.97,overcast clouds,0.0,0.0
332,Borgo San Lorenzo,IT,43.96,11.38,64.99,82,20,2.24,few clouds,0.0,0.0
333,Stephenville,US,32.22,-98.2,75.99,93,90,4.7,heavy intensity rain,5.84,0.0
334,Wilmington,US,34.23,-77.94,71.6,94,40,12.75,scattered clouds,0.0,0.0
335,Lobito,AO,-12.35,13.55,64.4,93,1,4.07,clear sky,0.0,0.0
336,Wagar,SD,16.15,36.2,89.62,44,1,17.31,clear sky,0.0,0.0
337,Ouargaye,BF,11.5,0.06,76.86,75,60,5.44,broken clouds,0.0,0.0
338,San Fernando,PH,15.03,120.69,93.2,59,75,6.93,broken clouds,0.0,0.0
339,Alta Floresta,BR,-9.88,-56.09,66.94,78,76,3.2,broken clouds,0.0,0.0
340,Lasa,IT,46.62,10.7,44.6,87,40,9.17,scattered clouds,0.0,0.0
341,Vidim,RU,56.41,103.11,70.59,64,94,2.8,light rain,0.75,0.0
342,Joao Neiva,BR,-19.76,-40.39,69.8,94,78,2.24,broken clouds,0.0,0.0
343,Palana,RU,59.12,159.97,50.0,86,40,9.15,scattered clouds,0.0,0.0
344,Buchanan,LR,5.88,-10.05,77.0,94,75,1.32,broken clouds,0.0,0.0
345,Maceio,BR,-9.67,-35.74,71.6,94,75,2.24,light rain,0.0,0.0
346,Nioro,GM,13.35,-15.75,80.51,80,70,5.64,broken clouds,0.0,0.0
347,Sao Felix Do Xingu,BR,-6.64,-51.99,68.45,90,0,1.03,clear sky,0.0,0.0
348,Quang Ngai,VN,15.12,108.8,93.9,52,2,13.22,clear sky,0.0,0.0
349,Tandil,AR,-37.32,-59.13,45.0,84,2,1.01,clear sky,0.0,0.0
350,San Gavino Monreale,IT,39.55,8.79,71.6,73,5,13.87,clear sky,0.0,0.0
351,Klaksvik,FO,62.23,-6.59,51.8,100,99,14.99,overcast clouds,0.0,0.0
352,Tirlyanskiy,RU,54.21,58.58,66.51,34,0,9.35,clear sky,0.0,0.0
353,Bilma,NE,18.69,12.92,89.47,14,36,6.4,scattered clouds,0.0,0.0
354,Meulaboh,ID,4.14,96.13,86.58,59,86,5.64,overcast clouds,0.0,0.0
355,Chuy,UY,-33.7,-53.46,53.98,96,93,4.47,overcast clouds,0.0,0.0
356,Iralaya,HN,15.0,-83.23,80.98,85,20,10.94,light rain,0.12,0.0
357,Ossora,RU,59.24,163.07,56.7,66,1,6.17,clear sky,0.0,0.0
358,Linxia,CN,35.6,103.21,83.68,28,35,2.13,scattered clouds,0.0,0.0
359,Itambacuri,BR,-18.03,-41.69,67.71,90,96,4.61,overcast clouds,0.0,0.0
360,Callaway,US,30.15,-85.57,79.0,78,1,6.93,clear sky,0.0,0.0
361,Ahuimanu,US,21.44,-157.84,78.8,65,75,12.75,broken clouds,0.0,0.0
362,Kirkwood,US,38.58,-90.41,75.99,69,40,3.36,scattered clouds,0.0,0.0
363,La Paz,BO,-16.5,-68.15,23.0,32,0,2.24,clear sky,0.0,0.0
364,Wad Madani,SD,14.4,33.52,88.72,45,6,16.2,clear sky,0.0,0.0
365,Khandyga,RU,62.67,135.6,83.82,32,1,3.74,clear sky,0.0,0.0
366,Brae,GB,60.4,-1.35,55.4,93,99,1.12,overcast clouds,0.0,0.0
367,Jalu,LY,29.03,21.55,86.7,19,0,10.29,clear sky,0.0,0.0
368,Liverpool,GB,53.41,-2.98,57.0,87,27,5.82,scattered clouds,0.0,0.0
369,Henties Bay,NA,-22.12,14.28,69.58,31,0,20.62,clear sky,0.0,0.0
370,Olinda,BR,-8.01,-34.86,80.6,65,75,11.41,broken clouds,0.0,0.0
371,Dudinka,RU,69.41,86.18,57.2,71,75,15.66,broken clouds,0.0,0.0
372,Katiola,CI,8.13,-5.1,70.57,98,99,3.24,overcast clouds,0.0,0.0
373,Kristiansund,NO,63.11,7.73,73.4,43,55,16.11,broken clouds,0.0,0.0
374,Benton Harbor,US,42.12,-86.45,73.0,77,1,3.36,clear sky,0.0,0.0
375,Khandbari,NP,27.37,87.2,76.73,70,100,2.35,overcast clouds,0.0,0.0
376,Tyup,KG,42.73,78.36,69.1,32,48,11.52,light rain,0.23,0.0
377,Shihezi,CN,44.3,86.03,88.95,13,0,3.94,clear sky,0.0,0.0
378,Padang,ID,-0.95,100.35,84.52,72,69,6.6,light rain,0.98,0.0
379,Uvarovka,RU,55.53,35.61,76.12,70,0,3.27,clear sky,0.0,0.0
380,Japura,ID,-0.32,102.35,92.55,49,62,4.5,broken clouds,0.0,0.0
381,Iqaluit,CA,63.75,-68.51,37.4,86,90,2.24,overcast clouds,0.0,0.0
382,High Level,CA,58.52,-117.14,68.0,40,1,5.82,clear sky,0.0,0.0
383,Saint-Augustin,CA,51.23,-58.65,41.97,95,88,3.78,overcast clouds,0.0,0.0
384,Kumylzhenskaya,RU,49.88,42.59,80.01,35,81,8.99,broken clouds,0.0,0.0
385,Sur,OM,22.57,59.53,96.93,43,39,8.41,scattered clouds,0.0,0.0
386,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,71.94,97,99,0.94,overcast clouds,0.0,0.0
387,Itoman,JP,26.12,127.67,89.01,84,75,16.11,broken clouds,0.0,0.0
388,Bungoma,KE,0.56,34.56,67.6,82,66,4.38,broken clouds,0.0,0.0
389,Aguimes,ES,27.91,-15.45,71.6,68,40,18.34,scattered clouds,0.0,0.0
390,Pangody,RU,65.85,74.49,53.2,44,26,5.73,scattered clouds,0.0,0.0
391,Quatre Cocos,MU,-20.21,57.76,73.99,88,75,11.41,shower rain,0.0,0.0
392,Richmond,US,37.55,-77.46,66.99,100,90,5.61,mist,0.0,0.0
393,Verkhnyaya Inta,RU,65.98,60.31,42.82,84,100,16.53,overcast clouds,0.0,0.0
394,Ocampo,MX,21.65,-101.5,59.63,85,45,7.85,scattered clouds,0.0,0.0
395,Grand Gaube,MU,-20.01,57.66,73.99,76,72,11.99,light rain,0.76,0.0
396,Northam,GB,51.03,-4.22,57.99,95,55,4.0,broken clouds,0.0,0.0
397,Mumford,GH,5.26,-0.76,76.84,87,94,8.39,overcast clouds,0.0,0.0
398,Fort Nelson,CA,58.81,-122.7,73.4,60,75,4.7,broken clouds,0.0,0.0
399,Novyy Urengoy,RU,66.08,76.63,54.36,42,85,3.74,overcast clouds,0.0,0.0
400,Kangavar,IR,34.5,47.97,77.0,23,0,4.7,clear sky,0.0,0.0
401,Gizo,SB,-8.1,156.84,83.5,71,41,2.75,light rain,0.79,0.0
402,Okato,NZ,-39.2,173.88,54.0,94,18,1.99,few clouds,0.0,0.0
403,Jacupiranga,BR,-24.69,-48.0,63.75,90,39,2.57,scattered clouds,0.0,0.0
404,Agirish,RU,61.92,63.02,52.63,95,100,10.51,overcast clouds,0.0,0.0
405,Umm Lajj,SA,25.02,37.27,90.03,33,2,5.97,clear sky,0.0,0.0
406,Coahuayana,MX,18.73,-103.68,77.02,80,41,0.38,light rain,0.82,0.0
407,Carutapera,BR,-1.2,-46.02,73.78,93,31,4.97,scattered clouds,0.0,0.0
408,Filingue,NE,14.35,3.32,86.58,47,94,15.21,overcast clouds,0.0,0.0
409,Aklavik,CA,68.22,-135.01,48.2,93,90,5.82,light rain,0.0,0.0
410,Komsomolskiy,UZ,40.43,71.72,87.8,11,0,13.87,clear sky,0.0,0.0
411,Rapid Valley,US,44.06,-103.15,57.99,71,1,10.29,clear sky,0.0,0.0
412,Brigham City,US,41.51,-112.02,59.0,51,1,4.7,clear sky,0.0,0.0
413,Angoche,MZ,-16.23,39.91,68.7,88,90,13.8,overcast clouds,0.0,0.0
414,Morondava,MG,-20.28,44.28,70.99,57,68,5.32,broken clouds,0.0,0.0
415,San Quintin,MX,30.48,-115.95,61.41,86,1,10.04,clear sky,0.0,0.0
416,Khasan,RU,42.43,130.64,60.39,92,96,9.19,light rain,0.33,0.0
417,Shizuishan,CN,39.23,106.77,90.12,20,73,12.3,broken clouds,0.0,0.0
418,Shenzhen,CN,22.55,114.07,93.0,75,20,15.66,few clouds,0.0,0.0
419,Salalah,OM,17.02,54.09,86.0,74,40,5.82,scattered clouds,0.0,0.0
420,Nacaome,HN,13.54,-87.49,75.67,73,51,2.89,broken clouds,0.0,0.0
421,Kommunisticheskiy,RU,61.68,64.48,49.71,90,100,11.39,light rain,0.46,0.0
422,Rincon,US,32.3,-81.24,69.8,88,1,3.36,clear sky,0.0,0.0
423,Marietta,US,33.95,-84.55,68.0,82,1,1.05,clear sky,0.0,0.0
424,Praia Da Vitoria,PT,38.73,-27.07,64.4,82,20,10.83,few clouds,0.0,0.0
425,Tricase,IT,39.93,18.36,77.0,64,75,2.24,broken clouds,0.0,0.0
426,Coronel,CL,-37.02,-73.13,53.6,93,99,13.87,overcast clouds,0.0,0.0
427,Axim,GH,4.87,-2.24,76.3,84,66,5.97,broken clouds,0.0,0.0
428,Lavrentiya,RU,65.58,-171.0,53.96,45,0,10.8,clear sky,0.0,0.0
429,Pangnirtung,CA,66.15,-65.71,36.21,82,1,1.74,clear sky,0.0,0.0
430,Valparaiso,CL,-33.04,-71.63,55.4,93,90,3.36,drizzle,0.0,0.0
431,Havelock,US,34.88,-76.9,73.99,96,64,3.0,moderate rain,1.78,0.0
432,Trairi,BR,-3.28,-39.27,73.38,94,8,6.71,light rain,0.17,0.0
433,Solnechnyy,RU,50.72,136.63,56.01,69,96,4.63,overcast clouds,0.0,0.0
434,Santa Fe,AR,-31.63,-60.7,52.0,99,13,1.01,few clouds,0.0,0.0
435,Escada,BR,-8.36,-35.22,80.6,65,75,11.41,broken clouds,0.0,0.0
436,Vaitape,PF,-16.52,-151.75,81.16,74,31,4.21,scattered clouds,0.0,0.0
437,Lisakovsk,KZ,52.54,62.49,68.72,36,9,14.7,clear sky,0.0,0.0
438,Banff,CA,51.18,-115.57,54.0,85,70,10.0,broken clouds,0.0,0.0
439,Pierre,US,44.37,-100.35,64.99,72,20,6.93,few clouds,0.0,0.0
440,Trinidad,BO,-14.83,-64.9,72.7,76,1,3.44,clear sky,0.0,0.0
441,Port Augusta,AU,-32.5,137.77,57.2,71,66,14.99,broken clouds,0.0,0.0
442,Naruja,GE,41.91,41.95,75.2,73,40,11.41,scattered clouds,0.0,0.0
443,Vilcun,CL,-38.65,-72.23,50.0,87,100,14.99,overcast clouds,0.0,0.0
444,Comodoro Rivadavia,AR,-45.87,-67.5,48.2,53,94,11.41,overcast clouds,0.0,0.0
445,Hobyo,SO,5.35,48.53,84.07,55,57,24.52,broken clouds,0.0,0.0
446,Urazovo,RU,50.08,38.04,72.82,76,93,9.01,overcast clouds,0.0,0.0
447,Nicoya,CR,10.15,-85.45,75.0,90,100,1.41,overcast clouds,0.0,0.0
448,Los Llanos De Aridane,ES,28.66,-17.92,71.6,83,75,12.75,broken clouds,0.0,0.0
449,Jieshi,CN,22.81,115.83,86.34,75,40,15.46,scattered clouds,0.0,0.0
450,Virginia Beach,US,36.85,-75.98,73.0,88,90,4.7,overcast clouds,0.0,0.0
451,Acapulco,MX,16.86,-99.89,80.92,72,82,3.74,broken clouds,0.0,0.0
452,Tucuman,AR,-26.82,-65.22,50.0,81,1,4.7,clear sky,0.0,0.0
453,Vardo,NO,70.37,31.11,45.32,76,100,11.83,overcast clouds,0.0,0.0
454,Kerema,PG,-7.96,145.78,80.02,85,99,10.87,light rain,0.21,0.0
455,Zhuhai,CN,22.28,113.57,91.4,74,40,14.99,scattered clouds,0.0,0.0
456,Chegdomyn,RU,51.12,133.02,73.06,38,80,2.01,broken clouds,0.0,0.0
457,Sayat,TM,38.78,63.88,95.0,9,0,13.87,clear sky,0.0,0.0
458,Maarianhamina,AX,60.1,19.93,69.8,68,1,8.05,clear sky,0.0,0.0
459,Paragominas,BR,-2.97,-47.48,70.39,96,22,2.55,light rain,0.13,0.0
460,Xam Nua,LA,20.42,104.04,87.91,48,64,2.66,broken clouds,0.0,0.0
461,Maumere,ID,-8.62,122.21,84.65,65,68,8.12,broken clouds,0.0,0.0
462,Lazaro Cardenas,MX,17.96,-102.2,78.26,72,13,2.01,few clouds,0.0,0.0
463,Omsukchan,RU,62.53,155.8,69.06,39,63,4.9,broken clouds,0.0,0.0
464,Gamba,GA,-2.65,10.0,71.8,92,24,2.28,few clouds,0.0,0.0
465,Tazovskiy,RU,67.47,78.7,51.3,47,79,8.16,broken clouds,0.0,0.0
466,Tomatlan,MX,19.93,-105.25,75.33,75,0,0.85,clear sky,0.0,0.0
467,Namtsy,RU,62.72,129.67,82.4,28,40,2.24,scattered clouds,0.0,0.0
468,Gushikawa,JP,26.35,127.87,89.6,75,20,20.8,few clouds,0.0,0.0
469,Teruel,ES,40.67,-0.67,64.99,100,0,3.36,clear sky,0.0,0.0
470,Kathu,TH,7.92,98.33,87.8,70,20,9.17,few clouds,0.0,0.0
471,Kangaatsiaq,GL,68.31,-53.46,37.69,87,7,19.01,clear sky,0.0,0.0
472,Srednekolymsk,RU,67.45,153.68,88.95,20,91,11.54,overcast clouds,0.0,0.0
473,Smidovich,RU,48.6,133.82,67.44,61,37,6.31,scattered clouds,0.0,0.0
474,Hearst,CA,49.68,-83.67,62.98,89,29,5.57,scattered clouds,0.0,0.0
475,Luancheng,CN,37.88,114.65,95.0,39,6,8.95,clear sky,0.0,0.0
476,Dukat,RU,62.55,155.55,66.47,41,60,5.88,broken clouds,0.0,0.0
477,Abu Samrah,SY,35.3,37.18,76.23,51,6,16.04,clear sky,0.0,0.0
478,Dospat,BG,41.65,24.17,62.58,61,1,0.76,clear sky,0.0,0.0
479,Karratha,AU,-20.74,116.85,83.71,24,0,16.67,clear sky,0.0,0.0
480,Hisua,IN,24.83,85.42,91.4,75,40,11.41,haze,0.0,0.0
481,Aranos,NA,-24.13,19.12,44.94,57,0,10.65,clear sky,0.0,0.0
482,Ordzhonikidze,KZ,52.44,61.74,69.49,34,28,14.76,scattered clouds,0.0,0.0
483,Oudtshoorn,ZA,-33.59,22.2,59.0,77,20,9.17,few clouds,0.0,0.0
484,Weihai,CN,37.5,122.11,81.25,58,70,5.97,broken clouds,0.0,0.0
485,Talnakh,RU,69.49,88.4,57.2,71,75,15.66,broken clouds,0.0,0.0
486,Port Keats,AU,-14.25,129.55,89.56,36,0,3.36,clear sky,0.0,0.0
487,Leningradskiy,RU,69.38,178.42,43.84,63,9,4.29,clear sky,0.0,0.0
488,Puerto Ayacucho,VE,5.66,-67.62,74.35,92,81,1.66,light rain,0.79,0.0
489,Sarevere,EE,58.79,25.43,66.99,100,100,6.93,overcast clouds,0.0,0.0
490,Xapuri,BR,-10.65,-68.5,71.8,89,72,0.94,broken clouds,0.0,0.0
491,Afua,BR,-0.16,-50.39,74.34,93,18,4.68,few clouds,0.0,0.0
492,Guaraniacu,BR,-25.1,-52.88,58.5,100,12,2.82,few clouds,0.0,0.0
493,Plainview,US,40.78,-73.47,69.01,90,72,7.4,broken clouds,0.0,0.0
494,Marawi,PH,8.0,124.29,86.0,79,41,7.0,moderate rain,1.99,0.0
495,Cleethorpes,GB,53.56,-0.03,57.0,87,0,12.75,clear sky,0.0,0.0
496,Seoul,KR,37.57,126.98,87.8,51,53,11.41,broken clouds,0.0,0.0
497,Sabaudia,IT,41.3,13.03,73.0,68,17,1.01,few clouds,0.0,0.0
498,Fortuna,US,40.6,-124.16,55.0,100,90,4.7,overcast clouds,0.0,0.0
499,Yanam,IN,16.73,82.22,95.61,51,100,7.07,overcast clouds,0.0,0.0
500,Narsaq,GL,60.92,-46.05,41.0,80,94,2.24,overcast clouds,0.0,0.0
501,Hirado,JP,33.36,129.55,80.6,57,75,4.7,broken clouds,0.0,0.0
502,Cowra,AU,-33.83,148.68,50.0,88,37,5.99,light rain,0.24,0.0
503,Nzerekore,GN,7.76,-8.82,68.13,99,100,1.79,light rain,0.16,0.0
504,Krasnokamsk,RU,58.08,55.75,57.2,87,75,13.42,broken clouds,0.0,0.0
505,Clarksburg,US,39.28,-80.34,64.4,88,90,1.99,fog,0.0,0.0
506,Yerbogachen,RU,61.28,108.01,75.09,40,22,3.94,few clouds,0.0,0.0
507,Jacareacanga,BR,-6.22,-57.75,69.12,74,1,1.86,clear sky,0.0,0.0
508,Warrnambool,AU,-38.38,142.48,55.99,75,18,12.01,few clouds,0.0,0.0
509,Yaan,NG,7.38,8.57,72.81,89,98,2.08,overcast clouds,0.0,0.0
510,Itarema,BR,-2.92,-39.92,74.46,92,3,10.2,clear sky,0.0,0.0
511,Plesetsk,RU,62.71,40.29,50.07,54,21,10.02,few clouds,0.0,0.0
512,Igarka,RU,67.47,86.58,54.61,88,92,6.29,light rain,0.99,0.0
513,Mao,ES,39.89,4.27,69.8,83,20,6.93,few clouds,0.0,0.0
514,Meybod,IR,32.25,54.02,100.4,9,20,6.93,few clouds,0.0,0.0
515,Baglung,NP,28.27,83.59,72.77,76,100,1.28,light rain,0.5,0.0
516,Pitimbu,BR,-7.47,-34.81,77.45,79,43,15.57,scattered clouds,0.0,0.0
517,Norman Wells,CA,65.28,-126.83,69.8,60,75,5.82,broken clouds,0.0,0.0
518,Sakakah,SA,29.97,40.21,75.2,44,0,19.46,clear sky,0.0,0.0
519,Inirida,CO,3.87,-67.92,73.42,97,72,1.54,light rain,0.59,0.0
520,Fakel,RU,57.63,53.03,56.95,97,92,10.27,light rain,0.57,0.0
521,Jiangyou,CN,31.77,104.72,84.58,55,99,5.68,light rain,0.18,0.0
522,Canmore,CA,51.08,-115.35,57.99,82,90,3.36,light rain,0.0,0.0
523,Neepawa,CA,50.23,-99.47,50.0,66,20,5.82,few clouds,0.0,0.0
524,Duncan,US,34.5,-97.96,68.0,88,40,5.82,scattered clouds,0.0,0.0
