City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Humberto De Campos,BR,2020-06-19 02:56:25,-2.6,-43.46,74.16,90,69,3.42
278,Quelimane,MZ,2020-06-19 02:56:26,-17.88,36.89,64.53,94,75,6.64
279,Cockburn Town,TC,2020-06-19 02:55:00,21.46,-71.14,82.38,80,1,18.84
280,Bandarbeyla,SO,2020-06-19 02:56:26,9.49,50.81,82.94,57,26,23.76
281,Turukhansk,RU,2020-06-19 02:56:27,65.82,87.98,55.38,62,93,10.36
282,Mudgee,AU,2020-06-19 02:56:27,-32.59,149.59,60.01,62,3,4.7
283,Santa Cruz Cabralia,BR,2020-06-19 02:56:27,-16.28,-39.02,73.4,94,90,13.87
284,Merauke,ID,2020-06-19 02:51:52,-8.47,140.33,82.54,70,97,16.13
285,Aklavik,CA,2020-06-19 02:56:28,68.22,-135.01,64.4,52,40,10.29
286,Kamina,CD,2020-06-19 02:56:28,-8.74,24.99,53.65,63,61,3.98
287,Grindavik,IS,2020-06-19 02:56:28,63.84,-22.43,48.2,87,75,14.99
288,Vostok,RU,2020-06-19 02:56:28,46.49,135.88,56.37,86,91,4.63
289,Bose,IT,2020-06-19 02:56:29,45.46,8.01,57.0,89,0,4.61
290,Kambove,CD,2020-06-19 02:56:29,-10.88,26.6,46.98,87,0,6.11
291,Mabaruma,GY,2020-06-19 02:56:29,8.2,-59.78,76.24,92,100,3.49
292,Maniitsoq,GL,2020-06-19 02:56:29,65.42,-52.9,41.22,74,72,14.67
293,Mitchell,US,2020-06-19 02:56:30,43.71,-98.03,69.8,64,1,4.7
294,Izumo,JP,2020-06-19 02:56:30,35.37,132.77,73.4,73,75,13.87
295,Ustikolina,BA,2020-06-19 02:56:30,43.58,18.79,52.14,81,0,2.89
296,Belmonte,BR,2020-06-19 02:56:30,-15.86,-38.88,73.4,94,90,13.87
297,Kudahuvadhoo,MV,2020-06-19 02:51:36,2.67,72.89,84.02,76,55,7.72
298,Anloga,GH,2020-06-19 02:56:31,5.79,0.9,78.8,88,40,2.24
299,Samokov,BG,2020-06-19 02:56:31,42.33,23.55,59.0,87,1,3.36
300,Ambulu,ID,2020-06-19 02:56:31,-8.35,113.61,82.62,73,48,7.85
301,Fortuna,US,2020-06-19 02:56:32,40.6,-124.16,62.01,87,20,9.17
302,Moussoro,TD,2020-06-19 02:56:32,13.64,16.49,87.42,43,7,7.07
303,Vila Velha,BR,2020-06-19 02:53:42,-20.33,-40.29,66.2,93,6,2.24
304,Launceston,AU,2020-06-19 02:56:33,-41.45,147.17,57.99,71,40,9.17
305,Porto Novo,BJ,2020-06-19 02:54:05,6.5,2.6,75.2,100,40,3.36
306,Bairiki,KI,2020-06-19 02:56:33,1.33,172.98,87.8,62,40,5.82
307,Shingu,JP,2020-06-19 02:56:33,33.73,135.98,69.8,94,75,5.82
308,Flin Flon,CA,2020-06-19 02:56:34,54.77,-101.86,39.52,96,100,7.81
309,Grants,US,2020-06-19 02:56:34,35.15,-107.85,73.4,7,1,6.93
310,Adrar,MR,2020-06-19 02:56:35,20.5,-10.07,92.03,22,0,16.06
311,Matara,LK,2020-06-19 02:53:35,5.95,80.54,83.97,79,19,12.55
312,Taltal,CL,2020-06-19 02:55:43,-25.4,-70.48,59.34,65,72,4.07
313,East London,ZA,2020-06-19 02:56:35,-33.02,27.91,60.13,59,0,10.42
314,Sola,VU,2020-06-19 02:56:35,-13.88,167.55,79.43,78,43,16.87
315,Constantine,DZ,2020-06-19 02:56:36,36.37,6.61,64.4,77,40,5.82
316,Aromashevo,RU,2020-06-19 02:56:36,56.86,68.64,48.27,54,2,11.9
317,Deleni,RO,2020-06-19 02:56:36,47.47,26.88,63.0,100,91,6.93
318,Boyolangu,ID,2020-06-19 02:56:37,-8.12,111.89,80.69,79,62,14.52
319,Dzhebariki-Khaya,RU,2020-06-19 02:56:37,62.22,135.8,83.5,32,12,1.97
320,Kushima,JP,2020-06-19 02:56:37,31.46,131.23,75.2,88,75,16.11
321,Rupnagar,IN,2020-06-19 02:56:37,30.97,76.53,97.32,30,0,12.57
322,Kangasala,FI,2020-06-19 02:56:38,61.46,24.08,55.4,87,0,2.24
323,Husavik,IS,2020-06-19 02:56:38,66.04,-17.34,44.6,81,0,13.87
324,Baoro,CF,2020-06-19 02:56:38,5.67,15.97,66.04,94,100,2.77
325,Tosya,TR,2020-06-19 02:56:38,41.02,34.04,56.34,77,73,2.8
326,Ghanzi,BW,2020-06-19 02:55:04,-21.57,21.78,41.25,68,0,6.53
327,Lompoc,US,2020-06-19 02:56:39,34.64,-120.46,62.6,77,0,9.17
328,Martapura,ID,2020-06-19 02:56:39,-3.42,114.85,83.91,79,99,5.48
329,Boshnyakovo,RU,2020-06-19 02:56:40,49.63,142.17,49.89,82,100,6.22
330,Seredka,RU,2020-06-19 02:56:40,58.16,28.19,62.6,93,0,2.24
331,Milkovo,RU,2020-06-19 02:56:40,54.72,158.62,71.53,49,39,1.74
332,Port Blair,IN,2020-06-19 02:54:08,11.67,92.75,85.05,78,99,11.88
333,Mehamn,NO,2020-06-19 02:56:41,71.04,27.85,42.8,75,75,12.75
334,Arraial Do Cabo,BR,2020-06-19 02:56:41,-22.97,-42.03,70.36,79,87,18.75
335,Mount Isa,AU,2020-06-19 02:56:41,-20.73,139.5,78.8,47,0,8.05
336,Vestmannaeyjar,IS,2020-06-19 02:56:41,63.44,-20.27,48.72,77,88,15.88
337,Galesong,ID,2020-06-19 02:56:42,-5.32,119.37,86.0,70,20,1.12
338,Banda Aceh,ID,2020-06-19 02:56:42,5.56,95.32,85.64,67,69,7.81
339,Kunzelsau,DE,2020-06-19 02:56:42,49.28,9.69,55.4,93,67,5.82
340,Tigil,RU,2020-06-19 02:56:42,57.8,158.67,61.7,66,81,2.95
341,Honiara,SB,2020-06-19 02:56:43,-9.43,159.95,89.6,70,75,11.41
342,Lakselv,NO,2020-06-19 02:56:43,70.05,24.97,46.4,61,75,23.04
343,Kaitangata,NZ,2020-06-19 02:53:15,-46.28,169.85,50.0,64,8,15.99
344,Boguchany,RU,2020-06-19 02:52:19,58.38,97.45,71.33,37,100,12.62
345,Bengkulu,ID,2020-06-19 02:56:44,-3.8,102.27,84.15,66,100,1.34
346,Yashkul,RU,2020-06-19 02:56:44,46.17,45.34,75.97,29,67,11.86
347,Granadilla De Abona,ES,2020-06-19 02:56:45,28.12,-16.58,73.0,68,20,8.05
348,Bambanglipuro,ID,2020-06-19 02:56:45,-7.95,110.28,83.14,74,42,16.8
349,Asau,RO,2020-06-19 02:56:45,46.43,26.4,61.0,95,82,3.71
350,San Miguel,SV,2020-06-19 02:56:45,13.48,-88.18,76.23,90,100,1.41
351,Yangjiang,CN,2020-06-19 02:56:46,21.85,111.97,89.01,64,91,13.2
352,Mangrol,IN,2020-06-19 02:56:46,21.12,70.12,86.56,75,25,15.17
353,Suzun,RU,2020-06-19 02:56:46,53.78,82.31,53.96,87,100,8.79
354,Guarapari,BR,2020-06-19 02:56:47,-20.67,-40.5,66.2,93,34,2.24
355,Alekseyevsk,RU,2020-06-19 02:56:47,57.84,108.35,68.13,42,0,8.43
356,Sohag,EG,2020-06-19 02:56:47,26.56,31.69,75.2,47,0,6.93
357,Deputatskiy,RU,2020-06-19 02:56:48,69.3,139.9,82.45,24,3,8.5
358,Akyab,MM,2020-06-19 02:56:48,20.15,92.9,84.65,77,100,7.58
359,Porto-Vecchio,FR,2020-06-19 02:56:48,41.59,9.28,62.6,93,32,5.82
360,Mahibadhoo,MV,2020-06-19 02:56:48,3.78,72.97,84.38,72,88,7.02
361,Veraval,IN,2020-06-19 02:51:50,20.9,70.37,86.56,76,17,14.97
362,Pouebo,NC,2020-06-19 02:56:49,-20.4,164.57,75.51,65,57,12.01
363,Necochea,AR,2020-06-19 02:52:54,-38.55,-58.74,48.0,87,8,4.0
364,Vanimo,PG,2020-06-19 02:56:50,-2.67,141.3,85.08,69,16,7.09
365,Lieksa,FI,2020-06-19 02:56:50,63.32,30.02,54.84,92,3,9.62
366,Montepuez,MZ,2020-06-19 02:56:51,-13.13,39.0,60.01,96,1,7.78
367,Veselynove,UA,2020-06-19 02:56:51,47.36,31.23,63.27,81,18,7.56
368,Zhigansk,RU,2020-06-19 02:56:51,66.77,123.37,76.28,29,0,9.35
369,Tarbes,FR,2020-06-19 02:56:51,43.25,0.17,57.2,87,90,2.24
370,Kahului,US,2020-06-19 02:56:52,20.89,-156.47,86.0,51,40,28.86
371,Pimentel,PE,2020-06-19 02:56:52,-6.84,-79.93,64.74,84,1,12.41
372,Baruun-Urt,MN,2020-06-19 02:56:52,46.68,113.28,81.82,29,76,13.31
373,Sokolo,ML,2020-06-19 02:56:52,14.73,-6.12,91.63,41,38,19.15
374,Sisimiut,GL,2020-06-19 02:56:53,66.94,-53.67,41.92,69,29,12.37
375,Kondoa,TZ,2020-06-19 02:56:53,-4.9,35.78,56.07,92,65,2.77
376,Morondava,MG,2020-06-19 02:56:53,-20.28,44.28,66.47,65,0,9.82
377,Sibolga,ID,2020-06-19 02:54:45,1.74,98.78,86.32,55,81,2.75
378,Hamadan,IR,2020-06-19 02:56:54,34.8,48.51,70.43,23,0,1.63
379,Kavaratti,IN,2020-06-19 02:56:54,10.57,72.64,84.4,80,100,17.54
380,Nyurba,RU,2020-06-19 02:56:54,63.28,118.33,71.2,47,11,4.72
381,Nur,PL,2020-06-19 02:56:55,52.67,22.32,64.0,93,35,6.17
382,Alta Floresta,BR,2020-06-19 02:56:55,-9.88,-56.09,72.16,72,41,3.94
383,Kununurra,AU,2020-06-19 02:56:55,-15.77,128.73,86.0,32,0,14.99
384,Magadan,RU,2020-06-19 02:56:55,59.57,150.8,58.28,67,3,8.7
385,Songjianghe,CN,2020-06-19 02:56:56,42.19,127.48,74.97,38,0,5.99
386,Salalah,OM,2020-06-19 02:53:37,17.02,54.09,84.2,83,75,2.24
387,Griffith,US,2020-06-19 02:56:56,41.53,-87.42,75.0,53,1,5.3
388,Staritsa,RU,2020-06-19 02:56:57,56.51,34.94,66.07,89,93,4.12
389,Middelburg,ZA,2020-06-19 02:56:57,-25.78,29.46,38.35,83,0,8.19
390,Kingisepp,RU,2020-06-19 02:56:57,59.37,28.61,66.0,90,5,2.46
391,Riyadh,SA,2020-06-19 02:55:13,24.69,46.72,80.6,15,0,8.05
392,Amga,RU,2020-06-19 02:56:58,60.9,131.96,77.0,33,0,9.28
393,Jaen,ES,2020-06-19 02:56:58,38.0,-3.5,66.0,46,0,8.01
394,Alofi,NU,2020-06-19 02:56:58,-19.06,-169.92,77.0,65,75,19.46
395,Lalin,ES,2020-06-19 02:56:58,42.72,-8.12,48.2,100,20,0.69
396,Jumla,NP,2020-06-19 02:56:59,29.27,82.18,67.37,59,48,3.98
397,Arkhangelsk,RU,2020-06-19 02:56:59,64.54,40.54,57.2,82,40,4.47
398,Tessalit,ML,2020-06-19 02:56:59,20.2,1.01,88.12,12,0,9.73
399,Bilibino,RU,2020-06-19 02:57:00,68.05,166.44,78.04,21,0,11.7
400,Makiyivka,UA,2020-06-19 02:57:00,48.05,37.93,70.14,48,100,6.15
401,Tugolesskiy Bor,RU,2020-06-19 02:57:00,55.55,39.82,60.55,83,0,6.44
402,Morehead,US,2020-06-19 02:55:06,37.27,-87.18,75.2,83,1,2.17
403,Cairns,AU,2020-06-19 02:57:01,-16.92,145.77,77.0,69,90,16.11
404,Caborca,MX,2020-06-19 02:57:01,30.58,-111.1,84.0,19,0,1.01
405,Grand Gaube,MU,2020-06-19 02:57:01,-20.01,57.66,70.0,73,90,5.99
406,Moreira Sales,BR,2020-06-19 02:57:02,-24.06,-53.01,64.56,88,0,6.8
407,Liverpool,GB,2020-06-19 02:56:16,53.41,-2.98,57.2,100,72,9.17
408,Cidreira,BR,2020-06-19 02:57:02,-30.18,-50.21,66.78,95,41,7.31
409,Klaksvik,FO,2020-06-19 02:57:03,62.23,-6.59,48.2,100,55,5.82
410,Cape Coast,GH,2020-06-19 02:57:03,5.11,-1.25,76.84,88,99,8.5
411,Egvekinot,RU,2020-06-19 02:57:03,66.32,-179.17,63.18,34,0,1.32
412,Waingapu,ID,2020-06-19 02:57:03,-9.66,120.26,83.91,61,44,19.35
413,Brae,GB,2020-06-19 02:57:04,60.4,-1.35,50.0,100,100,10.29
414,Port-Cartier,CA,2020-06-19 02:57:04,50.03,-66.87,69.01,64,75,5.82
415,Airai,TL,2020-06-19 02:57:04,-8.93,125.41,68.99,77,80,6.55
416,Sovetskiy,RU,2020-06-19 02:57:04,61.36,63.58,51.53,45,22,2.46
417,Sassandra,CI,2020-06-19 02:57:05,4.95,-6.08,75.69,88,50,5.68
418,Grafton,US,2020-06-19 02:57:05,42.21,-71.69,71.6,73,1,9.17
419,Svetlaya,RU,2020-06-19 02:57:05,46.54,138.33,54.57,77,57,9.44
420,Calabozo,VE,2020-06-19 02:57:05,8.92,-67.43,73.13,93,100,1.03
421,Chernyshevskiy,RU,2020-06-19 02:57:06,63.01,112.47,64.47,53,89,3.18
422,Kimbe,PG,2020-06-19 02:57:06,-5.55,150.14,86.38,72,66,3.29
423,Tiznit,MA,2020-06-19 02:57:06,29.58,-9.5,61.48,85,23,3.53
424,Bosaso,SO,2020-06-19 02:57:06,11.28,49.18,89.11,44,7,12.17
425,Fukue,JP,2020-06-19 02:57:07,32.69,128.84,71.6,88,75,11.41
426,Ust-Maya,RU,2020-06-19 02:57:07,60.42,134.53,76.86,36,0,7.72
427,Ojinaga,MX,2020-06-19 02:57:07,29.57,-104.42,95.0,13,1,12.06
428,Two Hills,CA,2020-06-19 02:57:07,53.72,-111.75,53.6,67,0,5.73
429,Langarud,IR,2020-06-19 02:57:08,37.2,50.15,75.2,78,0,4.7
430,Taoudenni,ML,2020-06-19 02:57:08,22.68,-3.98,96.49,16,23,13.56
431,Severo-Kurilsk,RU,2020-06-19 02:57:08,50.68,156.12,44.47,82,98,12.71
432,Pevek,RU,2020-06-19 02:57:08,69.7,170.31,43.47,63,11,8.68
433,Leningradskiy,RU,2020-06-19 02:57:09,69.38,178.42,46.04,58,0,6.67
434,Christchurch,NZ,2020-06-19 02:53:42,-43.53,172.63,46.0,100,100,10.29
435,Ucluelet,CA,2020-06-19 02:53:24,48.93,-125.55,59.0,84,92,1.99
436,Lodja,CD,2020-06-19 02:57:09,-3.48,23.43,65.25,59,34,1.23
437,Portree,GB,2020-06-19 02:57:10,57.41,-6.19,54.0,86,100,3.74
438,Simao,CN,2020-06-19 02:57:10,22.79,100.97,71.51,90,100,2.55
439,Benguela,AO,2020-06-19 02:57:10,-12.58,13.41,69.62,67,0,3.85
440,Quang Ngai,VN,2020-06-19 02:57:10,15.12,108.8,93.24,51,100,2.1
441,Iquique,CL,2020-06-19 02:54:50,-20.22,-70.14,62.6,72,90,6.93
442,Barinitas,VE,2020-06-19 02:57:11,8.76,-70.41,69.84,82,100,2.59
443,Lugoba,TZ,2020-06-19 02:57:11,-6.45,38.33,65.88,95,49,3.83
444,Sakakah,SA,2020-06-19 02:57:12,29.97,40.21,77.0,41,0,14.99
445,Adelaide,AU,2020-06-19 02:53:20,-34.93,138.6,62.01,51,75,13.87
446,Yatou,CN,2020-06-19 02:57:12,37.15,122.38,81.16,47,0,5.23
447,Garden City,US,2020-06-19 02:57:12,42.33,-83.33,77.0,53,40,3.36
448,Madhoganj,IN,2020-06-19 02:57:13,27.12,80.15,92.57,55,17,12.12
449,Prince Rupert,CA,2020-06-19 02:55:44,54.32,-130.32,57.2,93,90,10.29
450,Perth,AU,2020-06-19 02:52:25,-31.93,115.83,64.0,67,21,6.93
451,Maumere,ID,2020-06-19 02:57:14,-8.62,122.21,82.85,68,35,8.72
452,Oksfjord,NO,2020-06-19 02:57:14,70.24,22.35,46.4,70,100,19.46
453,Grand-Lahou,CI,2020-06-19 02:57:14,5.14,-5.02,76.55,87,89,9.6
454,Labuhan,ID,2020-06-19 02:57:15,-6.88,112.21,83.88,70,43,4.88
455,Saltillo,MX,2020-06-19 02:57:15,25.42,-101.0,66.99,61,26,4.0
456,Minab,IR,2020-06-19 02:57:15,27.15,57.08,89.6,75,40,2.24
457,Hanzhong,CN,2020-06-19 02:57:16,33.07,107.03,79.84,59,93,5.7
458,Plettenberg Bay,ZA,2020-06-19 02:57:16,-34.05,23.37,62.74,45,0,7.9
459,Pitimbu,BR,2020-06-19 02:57:16,-7.47,-34.81,77.27,86,3,15.28
460,La Ronge,CA,2020-06-19 02:55:24,55.1,-105.28,50.0,61,90,3.36
461,Mayya,RU,2020-06-19 02:57:17,61.73,130.28,80.6,32,0,4.47
462,Mayo,US,2020-06-19 02:55:34,38.89,-76.51,73.4,78,40,8.05
463,Kenora,CA,2020-06-19 02:56:46,49.82,-94.43,64.4,88,75,5.82
464,San Fernando,PH,2020-06-19 02:57:18,15.03,120.69,89.6,62,75,4.7
465,Ust-Kut,RU,2020-06-19 02:57:18,56.79,105.77,69.06,37,0,6.67
466,Akdagmadeni,TR,2020-06-19 02:57:18,39.66,35.88,52.92,86,88,1.07
467,Huaidian,CN,2020-06-19 02:57:18,33.43,115.03,82.11,52,38,5.7
468,Camana,PE,2020-06-19 02:57:18,-16.62,-72.71,63.19,78,88,4.61
469,Souillac,MU,2020-06-19 02:55:03,-20.52,57.52,71.6,64,75,13.87
470,Kokopo,PG,2020-06-19 02:57:19,-4.35,152.26,85.17,68,8,5.28
471,Saldanha,ZA,2020-06-19 02:57:09,-33.01,17.94,62.6,48,0,11.41
472,Ixtlahuacan Del Rio,MX,2020-06-19 02:57:19,20.87,-103.25,75.99,47,75,2.89
473,Lewiston,US,2020-06-19 02:52:58,44.1,-70.21,69.8,77,1,3.8
474,Pafos,CY,2020-06-19 02:57:20,34.77,32.42,71.6,88,90,10.29
475,Cuamba,MZ,2020-06-19 02:57:20,-14.8,36.54,58.69,92,3,6.15
476,Iqaluit,CA,2020-06-19 02:57:20,63.75,-68.51,37.4,69,75,10.29
477,Ladario,BR,2020-06-19 02:56:16,-19.0,-57.6,74.08,72,5,2.15
478,Verkhnevilyuysk,RU,2020-06-19 02:57:21,63.45,120.32,69.84,59,83,4.38
479,Maryville,US,2020-06-19 02:54:14,35.76,-83.97,73.4,56,20,3.36
480,Tromso,NO,2020-06-19 02:57:21,69.65,18.96,42.8,81,75,18.34
481,Khao Yoi,TH,2020-06-19 02:57:22,13.24,99.82,87.8,66,20,2.24
482,Guadalupe Y Calvo,MX,2020-06-19 02:57:23,26.1,-106.97,55.65,86,50,4.97
483,College,US,2020-06-19 02:57:23,64.86,-147.8,75.2,31,75,3.87
484,Alihe,CN,2020-06-19 02:57:23,50.57,123.72,67.35,56,86,7.4
485,Kamenka,RU,2020-06-19 02:57:24,51.32,42.77,64.99,87,9,5.99
486,Bubaque,GW,2020-06-19 02:57:24,11.28,-15.83,81.54,85,100,16.62
487,Kosovska Mitrovica,XK,2020-06-19 02:57:24,42.88,20.87,55.4,87,40,2.24
488,Zanjan,IR,2020-06-19 02:57:25,36.67,48.48,68.27,37,0,3.94
489,Kangaatsiaq,GL,2020-06-19 02:57:25,68.31,-53.46,37.26,88,4,11.3
490,Hovd,MN,2020-06-19 02:57:25,48.01,91.64,69.3,23,98,4.74
491,Ramanathapuram,IN,2020-06-19 02:57:25,9.38,78.83,88.75,54,100,4.88
492,Miaoli,TW,2020-06-19 02:57:26,24.56,120.82,93.0,62,75,11.41
493,Rivera,UY,2020-06-19 02:55:55,-30.91,-55.55,52.48,92,100,3.11
494,Groningen,NL,2020-06-19 02:56:10,53.25,6.75,60.01,100,90,1.12
495,Tortoli,IT,2020-06-19 02:57:26,39.93,9.66,68.0,94,75,11.41
496,Enkoping,SE,2020-06-19 02:57:27,59.64,17.08,57.0,93,0,3.36
497,Port Macquarie,AU,2020-06-19 02:53:10,-31.43,152.92,66.99,67,43,4.34
498,Marystown,CA,2020-06-19 02:57:27,47.17,-55.15,57.36,77,77,16.64
499,Kiruna,SE,2020-06-19 02:57:27,67.86,20.23,44.6,70,21,6.93
500,Leh,IN,2020-06-19 02:57:20,34.17,77.58,50.9,40,1,6.42
501,Flinders,AU,2020-06-19 02:57:28,-34.58,150.86,68.0,63,25,14.0
502,San Blas,MX,2020-06-19 02:57:28,21.52,-105.27,77.0,69,40,4.7
503,Mandera,KE,2020-06-19 02:57:28,3.94,41.87,76.78,68,38,12.66
504,Aanekoski,FI,2020-06-19 02:57:28,62.69,25.82,54.0,100,11,4.7
505,Nishihara,JP,2020-06-19 02:57:29,26.18,127.76,87.8,74,75,24.16
506,Santa Fe Do Sul,BR,2020-06-19 02:57:29,-20.21,-50.93,67.08,71,0,6.64
507,Chara,RU,2020-06-19 02:57:29,56.91,118.26,53.83,74,100,4.59
508,Biak,ID,2020-06-19 02:57:29,-0.91,122.88,83.05,74,95,7.56
509,Paita,PE,2020-06-19 02:57:30,-5.09,-81.11,65.61,81,3,12.86
510,Solhan,TR,2020-06-19 02:57:30,38.96,41.03,59.86,52,0,4.14
511,Carbonear,CA,2020-06-19 02:57:30,47.73,-53.21,57.0,100,33,3.0
512,Kosh-Agach,RU,2020-06-19 02:57:30,50.0,88.67,55.27,41,17,4.25
513,Gamba,GA,2020-06-19 02:54:05,-2.65,10.0,73.53,87,100,1.25
514,Teya,RU,2020-06-19 02:57:31,60.38,92.63,71.11,36,100,10.31
515,Lata,PT,2020-06-19 02:57:31,40.16,-8.33,59.0,90,8,2.3
516,Zhangjiakou,CN,2020-06-19 02:57:31,40.81,114.88,77.41,41,0,5.97
517,Coihaique,CL,2020-06-19 02:57:32,-45.58,-72.07,41.0,86,90,5.82
518,Muncar,ID,2020-06-19 02:57:32,-8.43,114.33,81.01,81,76,11.48
519,Tahoua,NE,2020-06-19 02:57:32,14.89,5.27,79.23,69,57,19.69
520,Itarema,BR,2020-06-19 02:57:32,-2.92,-39.92,77.56,84,0,11.74
521,Great Yarmouth,GB,2020-06-19 02:57:32,52.61,1.73,55.99,82,19,5.82
522,Chernyy Yar,RU,2020-06-19 02:57:33,48.06,46.11,77.76,38,51,6.06
523,Byron Bay,AU,2020-06-19 02:56:59,-28.65,153.62,66.2,77,90,11.41
524,Neuquen,AR,2020-06-19 02:57:33,-38.95,-68.06,51.8,57,81,14.99
525,San Quintin,MX,2020-06-19 02:57:33,30.48,-115.95,62.76,74,0,7.78
526,Portland,US,2020-06-19 02:53:49,45.52,-122.68,79.0,39,40,8.05
527,Alexandria,EG,2020-06-19 02:56:48,31.22,29.96,71.6,83,40,11.41
528,Shenjiamen,CN,2020-06-19 02:57:34,29.96,122.3,70.79,89,100,8.68
529,Hetauda,NP,2020-06-19 02:57:34,27.43,85.03,73.4,94,75,2.24
530,Batagay-Alyta,RU,2020-06-19 02:57:35,67.8,130.41,80.53,19,0,9.48
531,Mvuma,ZW,2020-06-19 02:57:35,-19.28,30.53,50.43,86,99,9.24
532,Allende,MX,2020-06-19 02:57:35,25.28,-100.02,84.2,58,75,21.92
533,Puerto Del Rosario,ES,2020-06-19 02:57:35,28.5,-13.86,71.6,78,20,14.99
534,Gonbad-E Qabus,IR,2020-06-19 02:57:36,37.25,55.17,73.4,69,0,3.29
535,Ayna,PE,2020-06-19 02:57:36,-12.65,-73.92,61.11,70,67,0.85
536,Jiujiang,CN,2020-06-19 02:57:36,29.73,115.98,73.38,84,100,5.19
537,Mahanoro,MG,2020-06-19 02:57:36,-19.9,48.8,62.67,89,31,7.74
538,Camacupa,AO,2020-06-19 02:57:37,-12.02,17.48,45.0,82,0,4.05
539,Nanchang,CN,2020-06-19 02:57:37,28.68,115.88,75.43,84,100,7.07
540,Zlobin,HR,2020-06-19 02:57:37,45.29,14.65,66.2,77,75,3.36
541,Teofilo Otoni,BR,2020-06-19 02:57:38,-17.86,-41.51,66.29,89,95,1.99
542,Coihueco,CL,2020-06-19 02:57:38,-36.62,-71.83,51.8,100,75,10.29
543,Mola Di Bari,IT,2020-06-19 02:57:38,41.06,17.09,66.2,55,0,6.93
544,Subate,LV,2020-06-19 02:57:39,56.01,25.91,63.88,95,38,4.52
545,Karratha,AU,2020-06-19 02:56:40,-20.74,116.85,82.81,34,0,13.09
546,Orcopampa,PE,2020-06-19 02:57:39,-15.27,-72.34,44.78,53,37,0.74
547,Tezu,IN,2020-06-19 02:57:39,27.92,96.17,76.32,87,100,1.34
548,Uspenka,UA,2020-06-19 02:57:39,48.39,39.16,67.84,62,99,6.26
549,Axim,GH,2020-06-19 02:57:40,4.87,-2.24,76.59,86,96,9.69
550,Geraldton,AU,2020-06-19 02:57:40,-28.77,114.6,60.8,63,0,16.11
551,Obertyn,UA,2020-06-19 02:57:40,48.7,25.17,63.0,83,39,1.99
552,Artesia,US,2020-06-19 02:57:40,33.87,-118.08,70.0,56,1,5.82
553,Kaduqli,SD,2020-06-19 02:57:41,11.02,29.72,73.42,81,86,3.58
554,Awjilah,LY,2020-06-19 02:57:41,29.11,21.29,74.03,29,0,5.21
555,Olinda,BR,2020-06-19 02:57:41,-8.01,-34.86,75.2,94,75,5.82
